Date,ln^BVSP,lnBRFS3.sa,lnMRFG3.sa,lnJBSS3.sa,lnBEEF3.sa,^BVSP,BRFS3.sa,MRFG3.sa,JBSS3.sa,BEEF3.sa
2018-06-05,-0.025175578199436867,0.007352986909256767,-0.012422567093584021,-0.040961427275047924,0.04473586373085115,76642.0,24.56999969482422,8.0,8.609999656677246,7.866357803344727
2018-06-06,-0.006873599159811926,-0.030161325514773175,0.012422567093584014,0.008097285266004034,-0.0012507706734219161,76117.0,23.84000015258789,8.100000381469727,8.680000305175781,7.85652494430542
2018-06-07,-0.030222080348581412,-0.025489926462553346,-0.007435030327193294,-0.026855145033849236,-0.05004249819106664,73851.0,23.239999771118164,8.039999961853027,8.449999809265137,7.4730401039123535
2018-06-08,-0.012384945045407157,-0.07782198700147737,0.03663415622033865,0.0405853243616678,0.025975504400291085,72942.0,21.5,8.34000015258789,8.800000190734863,7.669699192047119
2018-06-11,-0.008729831689103998,0.0004650187867392311,-0.018149388036838784,-0.0068415796789861386,-0.02861059227584147,72308.0,21.510000228881836,8.1899995803833,8.739999771118164,7.453373908996582
2018-06-12,0.006149114245363678,-0.02924740756928592,0.03125257216718249,-0.002290894936133112,-0.0240331781764543,72754.0,20.889999389648438,8.449999809265137,8.720000267028809,7.276381015777588
2018-06-13,-0.008724757848853988,-0.03358790417463214,0.005899744699361756,0.009132474615119254,-0.05699947237106153,72122.0,20.200000762939453,8.5,8.800000190734863,6.87322998046875
2018-06-14,-0.009767185760636156,0.032630119125099596,-0.01064470765503975,-0.0011370358013060608,0.0,71421.0,20.8700008392334,8.40999984741211,8.789999961853027,6.87322998046875
2018-06-15,-0.009326339412593391,-0.028184562341718723,-0.021635496773599442,-0.007995438813813158,-0.046860630478602686,70758.0,20.290000915527344,8.229999542236328,8.720000267028809,6.5585761070251465
2018-06-18,-0.013416717941729961,-0.014395925405828187,-0.0036518280577735847,0.02379716051916906,-0.02889938456915842,69815.0,20.0,8.199999809265137,8.930000305175781,6.3717498779296875
2018-06-19,0.022364945806913394,0.0039920174700382215,-0.007343908818167413,0.021053362475266995,-0.010861292669171215,71394.0,20.079999923706055,8.140000343322754,9.119999885559082,6.302918910980225
2018-06-20,0.010159162606670174,-0.024194705324816716,-0.017348680511854588,-0.0010971179523889688,0.030724406279413502,72123.0,19.600000381469727,8.0,9.109999656677246,6.49957799911499
2018-06-21,-0.028806897756889622,-0.025317795508174108,-0.025317783531102575,0.0227899223678121,-0.021407501581652548,70075.0,19.110000610351562,7.800000190734863,9.319999694824219,6.361917018890381
2018-06-22,0.008044615430044082,0.01763531909909495,0.022814655703145195,0.0010724107286640449,0.05998803874310498,70641.0,19.450000762939453,7.980000019073486,9.329999923706055,6.755235195159912
2018-06-25,0.004406973529339516,-0.035587234303667566,0.013690336079818259,0.014893928713345692,-0.025056567721522063,70953.0,18.770000457763672,8.09000015258789,9.470000267028809,6.588075160980225
2018-06-26,0.006350208894660919,-0.014489142902186553,-0.017456845257263324,-0.014893928713345616,-0.015037960709860921,71405.0,18.5,7.949999809265137,9.329999923706055,6.489745140075684
2018-06-27,-0.01121027977688487,-0.017998845477303103,0.007518884980345171,-0.02166929954050148,-0.015267408828835895,70609.0,18.170000076293945,8.010000228881836,9.130000114440918,6.391416072845459
2018-06-28,0.016267145245248724,-0.014412679054059224,0.012407036139280047,-0.023269751996428372,-0.026501928134403774,71767.0,17.90999984741211,8.109999656677246,8.920000076293945,6.2242560386657715
2018-06-29,0.013782823872517764,0.005012550343247827,0.0036923963976317224,0.0417184655232843,-0.009523949690049495,72763.0,18.0,8.140000343322754,9.300000190734863,6.165257930755615
2018-07-02,0.001057670613628996,0.11580572821865416,0.003678696018525093,-0.0010758719488283702,0.026752174542585275,72840.0,20.209999084472656,8.170000076293945,9.289999961853027,6.332417964935303
2018-07-03,0.011303257373952361,0.010337330357936896,0.004884009900524661,0.0010758719488282876,0.07477321769301559,73668.0,20.420000076293945,8.210000038146973,9.300000190734863,6.824065208435059
2018-07-04,0.014487050167474133,0.013618920655545408,0.05104969444165294,0.035906723568512065,0.001439872188771696,74743.0,20.700000762939453,8.640000343322754,9.640000343322754,6.833898067474365
2018-07-05,-0.0025452805510595617,0.03559094381399718,-0.006968717944590637,-0.00937996977197146,0.03533939309558956,74553.0,21.450000762939453,8.579999923706055,9.550000190734863,7.079721927642822
2018-07-06,0.006111156131770643,0.061035821555839566,-0.029570457587988416,-0.022234905887091344,-0.011173199947725613,75010.0,22.799999237060547,8.329999923706055,9.34000015258789,7.001059055328369
2018-07-10,-0.001975019324605573,0.011772556459272126,0.0011997876467511929,0.05214945799327695,0.008391581938177265,74862.0,23.06999969482422,8.34000015258789,9.84000015258789,7.060056209564209
2018-07-11,-0.006203917768437401,-0.010895727896652224,-0.01449299311322081,-0.03621713806743758,-0.004187056487508501,74399.0,22.81999969482422,8.220000267028809,9.489999771118164,7.030557155609131
2018-07-12,0.019394305271260657,0.014357432993311457,-0.004878053631136817,0.003156308384068406,-0.021202223637576477,75856.0,23.149999618530273,8.180000305175781,9.520000457763672,6.883062839508057
2018-07-13,0.009681938537184933,-0.01611177589256155,-0.016020072797964195,-0.012685248193620501,-0.033409045042149095,76594.0,22.780000686645508,8.050000190734863,9.399999618530273,6.656905174255371
2018-07-16,0.0007699987982157019,-0.007933065004075977,-0.01754435263518572,0.026248227126280662,0.004421557070226874,76653.0,22.600000381469727,7.909999847412109,9.649999618530273,6.686404228210449
2018-07-17,0.01908536251348976,0.030503404670040368,0.04087255365540027,0.03262273493662497,0.007326045297506201,78130.0,23.299999237060547,8.239999771118164,9.970000267028809,6.735569000244141
2018-07-18,-0.009865475884401233,-0.004301016269886785,-0.023328201020214573,-0.015159519467566636,-0.022141069347762467,77363.0,23.200000762939453,8.050000190734863,9.819999694824219,6.588075160980225
2018-07-19,0.0016015502293137503,0.00772860859098169,-0.004981325469464815,0.001017835108327344,0.0221410693477625,77487.0,23.3799991607666,8.010000228881836,9.829999923706055,6.735569000244141
2018-07-20,0.013892494257307061,0.010636135534658822,0.013639350425098515,-0.02159467361626814,0.024514555275601414,78571.0,23.6299991607666,8.119999885559082,9.619999885559082,6.902729034423828
2018-07-23,-0.00734513128753232,-0.001270327487689833,-0.019901135431252465,-0.01782953145940202,0.0014234750105484714,77996.0,23.600000381469727,7.960000038146973,9.449999809265137,6.912561893463135
2018-07-24,0.014750412202400455,0.0025391239055126105,0.005012537031210991,0.00947876013949287,0.00425837626491542,79155.0,23.65999984741211,8.0,9.539999961853027,6.942060947418213
2018-07-25,0.013339973066828418,-0.0033869602273597635,0.01980260859668314,0.03096224510950077,0.01963593425798421,80218.0,23.579999923706055,8.15999984741211,9.84000015258789,7.079721927642822
2018-07-26,-0.010186590029959397,-0.025774639373169306,-0.02607224560208551,-0.02365153931443365,0.011049937585438334,79405.0,22.979999542236328,7.949999809265137,9.609999656677246,7.15838623046875
2018-07-27,0.005788891730327196,-0.003924145200594848,-0.006309133129630992,0.0020790504371984665,0.016349056626399995,79866.0,22.889999389648438,7.900000095367432,9.630000114440918,7.276381015777588
2018-07-30,0.005120466783499558,-0.0004369774681092741,0.029927450646888048,-0.05660878225127251,-0.020478479369738886,80276.0,22.8799991607666,8.140000343322754,9.100000381469727,7.128887176513672
2018-07-31,-0.01324190488266616,-0.010103294744702755,0.007343908818167356,-0.008830070618169835,0.039220623111709915,79220.0,22.649999618530273,8.199999809265137,9.020000457763672,7.414041996002197
